0.040381633,3.741556777,0.063350282,-12.27914858
0.166709201,3.653047963,0.18967785,-12.29984404
0.293036769,3.610555356,0.316005418,-12.26967948
0.419364338,3.592281805,0.442332987,-12.22498348
0.545691906,3.496507274,0.568660555,-12.25052275
0.672019474,3.219089822,0.694988123,-12.24457725
0.798347043,2.658309412,0.821315691,-12.22410031
0.924674611,2.148389021,0.94764326,-12.25206148
1.051002179,1.812845833,1.073970828,-12.26064741
1.177329747,1.724337019,1.200298396,-12.26438953
1.303657316,1.723016808,1.326625964,-12.22453734
1.429984884,1.741071841,1.452953533,-12.21132612
1.556312452,1.594437292,1.579281101,-12.20538062
1.671155696,1.173219953,1.705608669,-12.06138649
1.780256778,0.581854031,1.831936237,-11.86411044
1.895100022,0.0047467,1.958263806,-11.61597437
1.998458941,-0.604429939,2.07310705,-11.13139901
2.084591374,-1.134595095,2.130528672,-10.49595532
2.171544116,-1.742773056,2.166895699,-9.807413319
2.245371915,-1.877712675,2.182208131,-9.167896697
2.331504348,-1.121024229,2.239629753,-8.437433573
2.400410295,-0.556522947,2.275231159,-8.319902864
2.469316241,0.0790209,2.360215159,-8.985185769
2.54396435,0.734278391,2.417636781,-9.608083506
2.647323269,1.216447022,2.457193899,-10.18081522
2.773650837,1.40887926,2.515253539,-10.77677042
2.899978406,1.487481934,2.554013133,-11.3858444
3.026305974,1.461942666,2.628661242,-12.10449937
3.152633542,1.358902418,2.733455702,-12.64239892
3.267476786,0.932572167,2.854924518,-13.03111736
3.353609219,0.299860452,2.978728058,-12.86784984
3.451225976,-0.297498927,3.09521192,-12.17628335
3.577553544,-0.400539175,3.187086515,-11.60249001
3.677084356,0.253839693,3.261734624,-11.01446923
3.726849761,0.800413411,3.336382732,-10.39473302
3.761302735,1.369054391,3.439741652,-9.837485313
3.797396326,1.947858617,3.56606922,-9.928416033
3.841693005,2.627208866,3.66942814,-10.50980996
3.9335676,3.249955461,3.732591924,-11.10582636
4.059895169,3.253479061,3.762943352,-11.7078377
4.186222737,3.029343532,3.830208681,-12.40964215
4.312550305,2.887552794,3.945051925,-12.94522726
4.438877874,2.612557248,4.071379493,-13.15725326
4.565205442,2.422328398,4.197707061,-13.26271541
4.69153301,2.416164375,4.32403463,-13.31005183
4.817860578,2.419687974,4.450362198,-13.35496634
4.944188147,2.573369722,4.576689766,-13.35628655
5.070515715,2.753692432,4.703017334,-13.36729439
5.196843283,2.776591277,4.829344903,-13.37830222
5.323170851,2.685660557,4.955672471,-13.38204434
5.44949842,2.645589855,5.082000039,-13.37852074
5.575825988,2.825912565,5.208327608,-13.39195048
5.702153556,3.078892443,5.334655176,-13.40295831
5.828481124,3.210777041,5.460982744,-13.40185662
5.949066531,3.173078168,5.587310312,-13.40075493
,,5.713637881,-13.39965323
,,5.839965449,-13.39855154
,,5.954808693,-13.39755
